uid,late_default,cli_anc,cli_ageband,cli_payment,oc_inc0010,oc_inc50pl,oc_children3pl,oc_children0004,oc_children0510,oc_retired,oc_selfemp,oc_student,oc_unemp,oc_socrent,oc_privrent,oc_overdraft,oc_savs10pl,oc_cards2pl
145,0,3610,2,C,0.076998889,0.288703799,0.137550592,0.338700295,0.301936626,0.000028881,0.103863597,0.070820928,0.06435281,0.409045458,0.252032757,0.117971838,0.058488294,0.131930947
146,0,3780,5,D,0.026811257,0.328839958,0.009027556,0.009874724,0.017211542,0.16385603,0.113569737,0.006887984,0.034294665,0.007276073,0.062846601,0.125353813,0.316928506,0.340956211
147,0,5390,2,D,0.083121598,0.288689435,0.214381099,0.356140852,0.380490303,0.00002371,0.095112205,0.049265891,0.030883208,0.542863369,0.247044444,0.130157709,0.026410595,0.075028181
148,0,3250,2,C,0.023828626,0.302913904,0.114739418,0.155004501,0.304202795,3.52E-05,0.087747037,0.041489601,0.015826434,0.209166527,0.199219704,0.19700551,0.063928127,0.140594959
149,0,2230,4,D,0.009044856,0.524835706,0.170773506,0.205152988,0.374098539,0.000671754,0.145322919,0.00235882,0.01353313,0.001248125,0.236532092,0.285732746,0.155561626,0.260654211
150,0,3820,5,P,0.019442812,0.452087283,0.027271763,0.021665588,0.036136717,0.061860353,0.091913402,0.00653287,0.010555223,0.00124553,0.04566744,0.09844327,0.258560896,0.205527186
151,0,3850,6,P,0.013404712,0.410703838,0.002573369,0.004527487,0.009815462,0.800447941,0.047258645,0.00313645,0.000537771,0.001240974,0.014537819,0.071426928,0.422833622,0.338014364
152,0,2860,5,D,0.044985324,0.355034083,0.009092651,0.008929104,0.014338613,0.045043439,0.081539571,0.006106708,0.010486692,0.061020643,0.038704604,0.101427615,0.229250491,0.176333427
153,0,2940,1,D,0.047263235,0.386719674,0.025572419,0.106003046,0.052184314,0.00011444,0.050158978,0.377265692,0.068747163,0.021699458,0.276246548,0.174042583,0.107875049,0.082150579
154,0,2810,4,C,0.012265369,0.493895888,0.025548026,0.031338811,0.087462246,0.001180081,0.13805747,0.002145058,0.01957354,0.002497284,0.146532178,0.185136914,0.257035315,0.364893198
155,1,2810,3,C,0.017134503,0.370960295,0.294052124,0.183664203,0.422541857,5.99E-05,0.095449209,0.014614783,0.013147242,0.099145591,0.112146795,0.147830486,0.122593671,0.190839291
156,0,2770,4,D,0.173630476,0.110486068,0.045061261,0.024711222,0.10924536,0.00020642,0.083436072,0.001581159,0.035029233,0.848981857,0.045585543,0.136807442,0.026262652,0.055036217
157,0,4780,3,C,0.057032675,0.202689581,0.172238588,0.206742883,0.367619038,6.29E-05,0.095366478,0.015430383,0.028166026,0.246926785,0.227403641,0.163306356,0.059917763,0.189261317
158,0,3440,5,D,0.048938781,0.340735138,0.006719615,0.012753829,0.016447827,0.023450166,0.117690921,0.0041367,0.012179621,0.009582579,0.236613751,0.127817273,0.234783173,0.194069028
159,0,1860,4,D,0.057665497,0.298199728,0.059100092,0.022293463,0.078134477,0.000665351,0.128536701,0.002131809,0.03197825,0.252192259,0.115944862,0.135471463,0.160443962,0.186606765
160,0,3490,7,D,0.114613712,0.144635148,0.000620252,0.001198896,0.002469044,0.926672936,0.020385832,0.005529773,0.000309244,0.011312403,0.051560074,0.033561975,0.359965324,0.15367806
161,0,3370,3,D,0.009017967,0.447273433,0.11673069,0.148863316,0.315952301,8.42E-05,0.108482719,0.029546455,0.012365945,0.011429869,0.118295729,0.20342803,0.171980798,0.320546389
162,0,3320,5,D,0.018100292,0.464796722,0.004131835,0.00418948,0.007173553,0.181162357,0.136160135,0.015024498,0.025117919,0.02253966,0.027656272,0.111672461,0.494992375,0.43040657
163,0,3970,2,D,0.015283376,0.424681366,0.119121492,0.369126082,0.347283125,6.36E-05,0.10224545,0.027823016,0.017550066,0.017117038,0.336924553,0.231397152,0.125796407,0.229241967
164,1,1800,5,P,0.018463135,0.355211437,0.094544113,0.143270731,0.275830269,0.136207104,0.114085197,0.006208148,0.051625311,0.030119941,0.108274579,0.099171937,0.31543386,0.246878624
165,0,5130,7,P,0.23666966,0.01562483,0.001350829,0.001539405,0.003137237,0.94116354,0.016932786,0.004099269,0.000347816,0.755079269,0.004744075,0.015276633,0.156083286,0.043547332
166,0,3360,1,D,0.032081693,0.451892853,0.010439642,0.069577336,0.047848374,9.52E-05,0.041752309,0.389535904,0.018761486,0.02883704,0.100797832,0.109347045,0.125756025,0.096134841
167,1,2090,2,P,0.04701373,0.224063434,0.484797239,0.397141933,0.596253395,4.68E-05,0.074367046,0.08209908,0.027195767,0.017185122,0.226262212,0.07811445,0.028799333,0.050062865
168,0,5280,5,P,0.297447681,0.064820511,0.008342743,0.007326197,0.015484743,0.089550018,0.103984654,0.004664902,0.10643208,0.66733551,0.050284743,0.066847205,0.058144242,0.071800947
169,0,5330,2,P,0.017769396,0.341650754,0.111073136,0.241253972,0.267072678,5.67E-05,0.090640962,0.075970531,0.01200325,0.050340444,0.168408155,0.164048195,0.142711222,0.197789192
170,0,2220,2,D,0.021591216,0.30914247,0.078325689,0.132340312,0.237000823,6.00E-05,0.093312502,0.045010716,0.011820428,0.051644981,0.368020535,0.181567311,0.084862977,0.202884793
171,0,2020,4,D,0.070627332,0.272546634,0.071311712,0.045972973,0.127414703,0.000589996,0.106701016,0.000956966,0.031758636,0.001370239,0.156235337,0.145167708,0.058404729,0.12675941
172,0,4360,6,D,0.211716056,0.018706779,0.004566371,0.005369213,0.013168164,0.837355137,0.019809976,0.001469087,0.000411028,0.408034802,0.034693927,0.055574656,0.08135353,0.060897827
173,0,1790,5,P,0.375635862,0.038163506,0.007776719,0.008428067,0.01143726,0.074105799,0.102691352,0.003367536,0.087605178,0.861047745,0.035173327,0.059783131,0.04418692,0.06034711
174,1,4470,3,C,0.037764877,0.343847573,0.07153821,0.208732009,0.300691366,7.42E-05,0.089551628,0.039721191,0.020779535,0.224891782,0.273147821,0.183833361,0.067422584,0.211353421
175,0,4540,3,D,0.03339541,0.462094009,0.21861136,0.153152227,0.292798996,0.000344113,0.099815488,0.198353887,0.01129707,0.13702023,0.45742178,0.295910835,0.126212627,0.257344246
176,0,4370,5,D,0.040796369,0.354160845,0.007853195,0.012755841,0.016575739,0.119805098,0.137248278,0.005952679,0.033332855,0.048868686,0.090982676,0.134468079,0.209376872,0.280116081
177,0,5480,4,D,0.053719312,0.313431978,0.037192762,0.031569511,0.083737493,0.000926604,0.131947398,0.00201771,0.023847625,0.01364778,0.335400581,0.219838977,0.12383911,0.221404433
178,0,2380,3,D,0.026137218,0.359878808,0.058832943,0.360560894,0.301960468,0.000103669,0.102309227,0.018931627,0.012735434,0.001252178,0.355201244,0.236408591,0.07911706,0.193072796
179,1,3010,2,C,0.012174442,0.500335872,0.057881773,0.364110708,0.29131341,3.86E-05,0.097168088,0.049609482,0.009981595,0.001255739,0.366018772,0.229453445,0.080834121,0.224817395
180,0,4770,6,C,0.065561652,0.202302359,0.001569164,0.0029967,0.004747462,0.813607216,0.043187112,0.003855487,0.000412174,0.027874574,0.034973979,0.042551428,0.330909967,0.217947722
181,0,2250,7,D,0.080244601,0.205791444,0.007338975,0.007042345,0.013704374,0.940549374,0.016019613,0.003259027,0.000522092,0.328700304,0.045539349,0.016609073,0.246300459,0.062230736
182,0,5310,1,P,0.046682626,0.372008294,0.020482957,0.149010778,0.080228567,5.05E-05,0.035941988,0.328113794,0.025017917,0.027479351,0.306189776,0.170462608,0.06534031,0.055612952
183,0,2750,6,D,0.012808606,0.572354913,0.002810618,0.004910752,0.009689704,0.81488514,0.046525806,0.004708875,0.000437734,0.000973039,0.011380993,0.084219694,0.524508596,0.387499332
184,0,3300,3,D,0.020996466,0.434858322,0.077848971,0.217414618,0.314892292,4.82E-05,0.118726671,0.014156386,0.009088621,0.009540029,0.363404989,0.256866694,0.108559668,0.218797922
185,0,3280,5,D,0.095910966,0.246383369,0.009407915,0.011499517,0.020390227,0.09662056,0.144936681,0.015794218,0.099285841,0.036803156,0.675832748,0.07847923,0.145115554,0.185837746
186,0,2250,2,C,0.022043616,0.518646836,0.013876446,0.169152856,0.114696026,0.000034972,0.146748185,0.041118622,0.025261954,0.005548924,0.784515858,0.203918338,0.172366917,0.310668469
187,1,2080,1,P,0.40495348,0.023629564,0.284222126,0.376783371,0.203683853,2.73E-05,0.02197504,0.385160446,0.042098373,0.878823757,0.042497784,0.076249778,0.003341362,0.003365077
188,0,2760,4,P,0.012353674,0.512601197,0.05324471,0.023115471,0.083779514,0.002815854,0.149194479,0.004056342,0.022990555,0.015263178,0.057571799,0.216534734,0.312919497,0.438497782
189,0,2430,6,D,0.061469525,0.246104464,0.003485085,0.00608414,0.010708213,0.824542046,0.020383433,0.00369183,0.000170139,0.06944871,0.023548752,0.051977873,0.271367371,0.153062224
190,0,3100,5,D,0.031118557,0.490760207,0.008076012,0.00829041,0.012113862,0.035182446,0.145605207,0.004981574,0.020580337,0.010776267,0.150303602,0.115095198,0.290152609,0.296043396
191,0,5010,2,D,0.033772737,0.394450068,0.15003562,0.343406439,0.326393366,4.39E-05,0.139814377,0.036021769,0.027075246,0.034606069,0.537173271,0.151586771,0.106069833,0.177604556
192,0,1530,5,C,0.029240027,0.357380986,0.008533962,0.007456556,0.014135584,0.065339029,0.112704992,0.003818631,0.009420924,0.040403724,0.052129924,0.095876217,0.350876212,0.264104128
193,0,2890,2,D,0.042449921,0.275917411,0.189840198,0.37019515,0.385747433,3.44E-05,0.078964829,0.041246176,0.020102993,0.191033244,0.277796745,0.172122836,0.054581106,0.11078614
194,0,3870,2,D,0.15596664,0.111061035,0.244233012,0.463042736,0.444843292,4.48E-05,0.074049532,0.046652347,0.029244214,0.079910398,0.483945847,0.065151632,0.010862917,0.028140813
195,0,2090,6,D,0.025479257,0.413570046,0.001267531,0.004360199,0.006640323,0.799790859,0.030269712,0.002723072,0.000184279,0.008666813,0.03955552,0.094733715,0.442988157,0.333247185
196,0,1780,6,C,0.037064761,0.317379862,0.023866609,0.017972857,0.056584507,0.832839966,0.023258641,0.003013212,0.000195233,0.04862091,0.104732454,0.052639574,0.284903228,0.203545332
197,0,2480,6,D,0.031990111,0.38506341,0.002383353,0.004746657,0.008403957,0.848983765,0.035294682,0.00530564,0.00035334,0.007207178,0.019944087,0.062379181,0.384796321,0.31751585
198,0,3570,4,C,0.019229233,0.488254309,0.049268872,0.03285411,0.090541899,0.001445751,0.140985727,0.002287569,0.025405362,0.001243996,0.092847705,0.219481111,0.211247921,0.309708595
199,0,4120,6,C,0.141160488,0.169465721,0.000229265,0.001696259,0.001898416,0.733925819,0.074801505,0.003872046,0.001274684,0.022284746,0.466799736,0.065012574,0.321526825,0.242398262
200,0,2500,6,D,0.051386744,0.17531734,0.000713029,0.003398404,0.004339378,0.819894314,0.036098152,0.002724344,0.000709793,0.001243796,0.064778984,0.071576059,0.370712519,0.267297983
201,0,2060,1,D,0.103824318,0.119072959,0.096203625,0.294978857,0.276488543,4.45E-05,0.035680056,0.407583237,0.09275347,0.559510708,0.222970843,0.109922767,0.027942456,0.018911988
202,0,4850,5,P,0.050702572,0.229154795,0.009822592,0.011726663,0.019624263,0.111697435,0.106082439,0.004394293,0.055094391,0.026942089,0.06802249,0.137133718,0.209425271,0.25300169
203,0,4910,2,P,0.006697137,0.589312315,0.095278442,0.388415575,0.322892666,4.89E-05,0.101863384,0.052584976,0.009400919,0.00556571,0.18680954,0.263952971,0.187188089,0.326871157
204,1,4790,2,C,0.033815205,0.307024807,0.255117893,0.156203508,0.366849184,1.86E-05,0.096371114,0.057100266,0.039682508,0.455356598,0.165606976,0.154002309,0.052040488,0.053197414
205,0,5090,1,D,0.113389313,0.183458976,0.015440688,0.118252873,0.078139365,6.34E-05,0.034274191,0.376635075,0.027388901,0.193214297,0.202156425,0.109362483,0.02931707,0.036558896
206,0,3730,2,P,0.062418163,0.137606857,0.076480389,0.288677454,0.232097507,1.17E-05,0.083172977,0.042125553,0.025903627,0.001251138,0.725356579,0.224732876,0.044163577,0.119050324
207,1,3560,2,P,0.042352647,0.272216447,0.099397123,0.351721525,0.315796852,3.34E-05,0.070772171,0.047563314,0.024251893,0.020664528,0.287733078,0.162311554,0.051605947,0.117579103
208,0,1620,3,P,0.009004898,0.527264774,0.123939872,0.200066328,0.358804941,6.93E-05,0.114679217,0.025579199,0.007590838,0.013401404,0.129236817,0.268306971,0.176975429,0.318474531
209,0,4080,4,P,0.095860124,0.20463495,0.060065806,0.035797507,0.133530855,0.000252013,0.12676847,0.002437094,0.040248185,0.582911491,0.147323012,0.142796397,0.080132723,0.135462284
210,0,4410,2,P,0.017904729,0.476447672,0.491925001,0.283524036,0.527364731,6.80E-05,0.077628434,0.067836165,0.018582612,0.001244958,0.10092932,0.098324835,0.055448279,0.092012644
211,0,2890,7,D,0.059524715,0.173238278,0.000341156,0.000752737,0.0013546,0.933876514,0.01923424,0.005770594,0.000268898,0.02633208,0.012803868,0.0208534,0.451324701,0.167347789
212,0,5060,6,D,0.027794823,0.409631014,0.00070481,0.004507992,0.004698627,0.771188259,0.037104279,0.003265092,0.000227663,0.007204868,0.070405245,0.117962897,0.423352957,0.345825195
213,1,3900,2,P,0.029939711,0.411052555,0.113793433,0.318952322,0.282503605,0.000102274,0.091191888,0.108384252,0.023201361,0.010397606,0.520109177,0.17369628,0.095810354,0.172089934
214,0,2090,5,P,0.034052044,0.483122826,0.009191357,0.008510552,0.016120955,0.097203612,0.175355077,0.007171113,0.048208982,0.034387052,0.141944289,0.123591065,0.288661122,0.294861078
215,0,1910,3,C,0.030664876,0.32681568,0.190907121,0.252494812,0.396686554,0.000030876,0.092125297,0.019476906,0.017377257,0.001252664,0.666789532,0.211028218,0.08015801,0.153929949
216,0,2370,3,D,0.018459901,0.35422875,0.164265871,0.197472096,0.357212782,0.000180811,0.111839294,0.015706703,0.02117686,0.022006601,0.228804588,0.169642448,0.091617852,0.270463705
217,0,3500,4,D,0.035265446,0.373089552,0.0356341,0.018424451,0.059805214,0.001826513,0.18041575,0.004168805,0.022911832,0.06966728,0.087719679,0.169465423,0.239994586,0.360547781
218,0,2820,6,D,0.044555336,0.318899155,0.000503648,0.001212509,0.001531985,0.799370766,0.052920878,0.005232453,0.000378355,0.027832523,0.032990128,0.05918023,0.530140281,0.388114214
219,1,2510,2,D,0.021824807,0.37958163,0.080381155,0.184701204,0.198567867,8.30E-05,0.107528269,0.043000341,0.023351118,0.054903835,0.366823912,0.202273965,0.155981243,0.257467508
220,0,3450,3,C,0.028531879,0.271331415,0.15824163,0.270784617,0.397085905,8.00E-05,0.084591985,0.01609692,0.015690357,0.001258753,0.387529135,0.196660519,0.047189236,0.166940689
221,0,3140,2,D,0.027079582,0.430360138,0.045090079,0.226926804,0.189449787,1.72E-05,0.125311136,0.037821114,0.013563477,0.008932516,0.784920216,0.26611042,0.126868933,0.202997923
222,0,4890,6,D,0.025244176,0.281874955,0.003363151,0.004089575,0.006785072,0.806532383,0.042139292,0.003418203,0.000660876,0.012275055,0.012705162,0.066850424,0.441094995,0.273116827
223,0,4400,7,D,0.141310096,0.044952108,0.000742902,0.000567467,0.001521491,0.943283558,0.014780961,0.005627323,0.000270715,0.020955116,0.027394086,0.021028265,0.281260252,0.131561279
224,0,3660,3,P,0.023829758,0.340152279,0.089705288,0.022189841,0.129235148,7.68E-05,0.121885538,0.024555653,0.011873767,0.001121634,0.068802297,0.212806821,0.089002028,0.179993749
225,1,3450,3,C,0.02871038,0.362913728,0.123750806,0.22003901,0.348290205,2.48E-05,0.102528215,0.016413838,0.017109528,0.018771291,0.737377644,0.233259082,0.099051058,0.219602823
226,0,3570,4,P,0.008071065,0.593192816,0.092606902,0.19100976,0.365198135,0.001464904,0.128421783,0.002732273,0.014893904,0.001241649,0.04925856,0.174526572,0.258544266,0.359050274
227,0,2840,7,D,0.489064455,0.002377767,0.000338887,0.000924866,0.001596974,0.948488236,0.013238356,0.0031143,0.000963693,0.874275684,0.006581765,0.013771609,0.047385722,0.012979589
228,0,1930,5,D,0.048677564,0.273304358,0.006765313,0.009311713,0.014800988,0.148328781,0.110255063,0.006420516,0.058095545,0.013100103,0.053354114,0.13221252,0.263863981,0.275088072
229,1,5150,2,C,0.042209238,0.239259798,0.099437296,0.397136688,0.359760284,5.90E-05,0.107744813,0.029663801,0.026025221,0.00127402,0.508705616,0.222108007,0.052560389,0.134215593
230,0,1770,4,D,0.01421494,0.494944751,0.066999435,0.039808184,0.119637787,0.000559982,0.123182058,0.002303598,0.015936226,0.001279425,0.06469065,0.209241867,0.151183248,0.194081426
231,1,3700,5,D,0.268293381,0.068717706,0.012508452,0.01067505,0.019686133,0.07490021,0.091154218,0.006433513,0.106250405,0.41966176,0.092959285,0.083925545,0.05959098,0.083072484
232,0,5320,6,C,0.018398851,0.418673575,0.002577741,0.005956367,0.010386109,0.816103935,0.040942013,0.003212456,0.000518241,0.012418002,0.028770506,0.089177609,0.483073831,0.419196844
233,0,3240,2,D,0.014837287,0.449201643,0.044505566,0.167412043,0.171149015,6.71E-05,0.125460386,0.053512752,0.019577041,0.043212533,0.51497364,0.201785564,0.270847797,0.317066431
234,1,2460,3,P,0.051373482,0.243801989,0.199129343,0.238586307,0.40090394,5.08E-05,0.113795579,0.01292304,0.023817778,0.127931595,0.36478591,0.163863182,0.056987599,0.133556724
235,0,3220,4,D,0.081494927,0.231127024,0.084376931,0.046655059,0.15910542,0.000606974,0.116226673,0.001365634,0.035620153,0.198348284,0.098232806,0.145587325,0.092831284,0.139432192
236,0,4510,6,C,0.091520727,0.11603678,0.003883401,0.00680228,0.014521502,0.855532169,0.028575465,0.002738798,0.000668611,0.010579906,0.061025381,0.029990166,0.169863582,0.147759557
237,0,4560,4,D,0.027174488,0.444963992,0.0360879,0.023753211,0.072777689,0.000328067,0.126760602,0.00171713,0.016204938,0.01727809,0.418954611,0.226456165,0.184733331,0.302732468
238,0,4620,6,C,0.037464708,0.184901156,0.001772752,0.006714203,0.008802958,0.750060558,0.051907778,0.001882924,0.00077354,0.001245749,0.054194748,0.084864855,0.339585185,0.268839121
239,0,3460,2,P,0.030221075,0.325650737,0.11356622,0.368120909,0.337780714,4.27E-05,0.088395834,0.043311536,0.013728969,0.014799409,0.299612045,0.198470235,0.06274958,0.122213543
240,0,4770,6,D,0.256189108,0.02184315,0.002693735,0.004367877,0.008303337,0.856318951,0.025489554,0.001766608,0.00206168,0.340559959,0.061363548,0.044236124,0.106754124,0.079700828
241,0,4820,3,C,0.009537406,0.486125231,0.130437255,0.265820742,0.396077633,0.00008453,0.107751966,0.011890158,0.015986264,0.00846865,0.218638063,0.244713068,0.173926592,0.317002535
242,0,1790,4,C,0.011631891,0.502313554,0.059933275,0.029004261,0.103190899,0.002782935,0.133789778,0.003417851,0.022411436,0.019872814,0.063818753,0.220661163,0.289289892,0.426544905
243,1,4150,1,P,0.0101064,0.608986735,0.282498121,0.261058569,0.470007896,0.000119092,0.074439049,0.39501071,0.053245992,0.001240499,0.227677345,0.09082973,0.081430018,0.050481558
244,0,4540,6,D,0.05072993,0.237338916,0.004070818,0.007311527,0.013714232,0.793257237,0.019069195,0.001898191,0.000354549,0.001262666,0.030930564,0.059747636,0.303739309,0.165312171
245,0,4920,2,D,0.016233146,0.418555677,0.097934783,0.343615055,0.345038891,3.92E-05,0.094905257,0.052691013,0.019538149,0.039039791,0.254042149,0.167967081,0.095604777,0.167136669
246,0,3410,7,C,0.026949316,0.403704286,0.025397033,0.075901449,0.121185899,0.920166969,0.011582151,0.005289342,0.00007501,0.001242618,0.029613286,0.028841615,0.380182385,0.128584147
247,0,3670,5,D,0.101428688,0.172144204,0.374002457,0.042286187,0.259593248,0.065055966,0.13106966,0.005780585,0.123625159,0.870707512,0.021607578,0.075614393,0.043467,0.064917564
248,0,2380,5,D,0.150817514,0.133025393,0.010299005,0.009850197,0.014601789,0.026634783,0.10271281,0.005082041,0.019473895,0.068174839,0.143615723,0.122888148,0.127503038,0.146758318
